Fecha;EUA;CER;SPREAD (EUA - CER)
2/01/2008;23;17.18;5,82
3/01/2008;23.58;17.4;6,18
4/01/2008;23.6;17.45;6,15
7/01/2008;23.63;17.6;6,03
8/01/2008;23.7;17.6;6,1
9/01/2008;23.48;17.65;5,83
10/01/2008;23.13;17.4;5,73
11/01/2008;23.1;17.4;5,7
14/01/2008;23.48;17.4;6,08
15/01/2008;23.23;17.35;5,88
16/01/2008;22.75;17.25;5,5
17/01/2008;22.18;17.05;5,13
18/01/2008;22.28;17.1;5,18
21/01/2008;20.8;16.2;4,6
22/01/2008;20.35;15.75;4,6
23/01/2008;19.88;15.6;4,28
24/01/2008;19.85;15.45;4,4
25/01/2008;21.03;15.65;5,38
28/01/2008;20.65;15.4;5,25
29/01/2008;20.68;14.9;5,78
30/01/2008;20;14.9;5,1
31/01/2008;19.1;14;5,1
1/02/2008;19.18;14.4;4,78
4/02/2008;19.2;14.3;4,9
5/02/2008;18.9;14;4,9
6/02/2008;19.98;14.6;5,38
7/02/2008;20.38;14.65;5,73
8/02/2008;20.4;14.65;5,75
11/02/2008;20.26;14.65;5,61
12/02/2008;19.98;14.8;5,18
13/02/2008;19.92;14.9;5,02
14/02/2008;20.7;15.25;5,45
15/02/2008;20.85;15.4;5,45
18/02/2008;20.9;15.5;5,4
19/02/2008;20.83;15.75;5,08
20/02/2008;21.75;15.8;5,95
21/02/2008;21.88;15.75;6,13
22/02/2008;21.42;15.75;5,67
25/02/2008;21.85;16;5,85
26/02/2008;21.45;15.9;5,55
27/02/2008;21.66;15.85;5,81
28/02/2008;21.97;15.8;6,17
29/02/2008;21.51;15.6;5,91
3/03/2008;21.03;15.2;5,83
4/03/2008;20.68;15.05;5,63
5/03/2008;20.66;15.15;5,51
6/03/2008;21.24;15.75;5,49
7/03/2008;21.35;15.6;5,75
10/03/2008;21.45;15.7;5,75
11/03/2008;21.83;15.85;5,98
12/03/2008;22.06;16;6,06
13/03/2008;22.45;16.05;6,4
14/03/2008;22.41;16.55;5,86
17/03/2008;22.19;16.25;5,94
18/03/2008;21.26;16.5;4,76
19/03/2008;21.66;16.4;5,26
20/03/2008;21.48;16.38;5,1
21/03/2008;21.97;16.88;5,09
25/03/2008;22.36;17.75;4,61
26/03/2008;22.45;16.9;5,55
27/03/2008;22.3;16.9;5,4
28/03/2008;21.5;16.85;4,65
31/03/2008;21.8;16.85;4,95
1/04/2008;21.85;16.8;5,05
2/04/2008;22.1;15.9;6,2
3/04/2008;22.5;16.2;6,3
4/04/2008;22.45;16.2;6,25
7/04/2008;22.6;16.25;6,35
8/04/2008;22.4;16.3;6,1
9/04/2008;22.6;16.15;6,45
10/04/2008;22.8;16.2;6,6
11/04/2008;23.3;16.6;6,7
14/04/2008;23.5;16.75;6,75
15/04/2008;23.7;16.85;6,85
16/04/2008;23.5;16.8;6,7
17/04/2008;23.45;16.75;6,7
18/04/2008;23.5;16.5;7
21/04/2008;23.6;16.6;7
22/04/2008;24;16.5;7,5
23/04/2008;23.9;16.5;7,4
24/04/2008;23.8;16.3;7,5
25/04/2008;23.9;16.2;7,7
28/04/2008;23.95;16.25;7,7
29/04/2008;23.75;16.15;7,6
30/04/2008;23.45;16.1;7,35
2/05/2008;23.4;16.1;7,3
5/05/2008;23.6;16.3;7,3
6/05/2008;23.9;16.4;7,5
7/05/2008;23.85;16.6;7,25
8/05/2008;23.9;16.9;7
9/05/2008;24.1;16.95;7,15
12/05/2008;24.25;17.05;7,2
13/05/2008;24.23;17.1;7,13
14/05/2008;24.2;17.2;7
15/05/2008;24.4;17.05;7,35
16/05/2008;24.5;17.2;7,3
19/05/2008;24.6;17.15;7,45
20/05/2008;24.9;17.2;7,7
21/05/2008;25;17.3;7,7
22/05/2008;25.25;17.6;7,65
23/05/2008;25.55;17.55;8
26/05/2008;25.9;17.6;8,3
27/05/2008;25.95;17.85;8,1
28/05/2008;25.9;17.9;8
29/05/2008;25.95;17.95;8
30/05/2008;25.93;17.97;7,96
2/06/2008;25.97;18.15;7,82
3/06/2008;26.95;18.9;8,05
4/06/2008;26.73;19.12;7,61
5/06/2008;26.25;19.15;7,1
6/06/2008;27.1;20.22;6,88
9/06/2008;27.15;20.4;6,75
10/06/2008;26.85;20.4;6,45
11/06/2008;26.7;20.25;6,45
12/06/2008;26.65;20.15;6,5
13/06/2008;26.5;20.1;6,4
16/06/2008;26.4;20.2;6,2
17/06/2008;26.55;20;6,55
18/06/2008;26.75;20.35;6,4
19/06/2008;26.9;20.4;6,5
20/06/2008;26.85;20.3;6,55
23/06/2008;27.1;20.25;6,85
24/06/2008;27.15;20.35;6,8
25/06/2008;27;20.4;6,6
26/06/2008;27.05;20.35;6,7
27/06/2008;27.4;20.55;6,85
30/06/2008;28;20.6;7,4
1/07/2008;28.3;20.9;7,4
2/07/2008;27.25;22.1;5,15
3/07/2008;27;21.45;5,55
4/07/2008;26.4;21.3;5,1
7/07/2008;27;21.8;5,2
8/07/2008;25.55;21.9;3,65
9/07/2008;25.5;21.85;3,65
10/07/2008;25.95;22.15;3,8
11/07/2008;26.8;22.6;4,2
14/07/2008;26.9;22.45;4,45
15/07/2008;26.2;22.3;3,9
16/07/2008;24.7;21.3;3,4
17/07/2008;25;21.8;3,2
18/07/2008;24.3;21.25;3,05
21/07/2008;24.15;21.2;2,95
22/07/2008;24.2;21.05;3,15
23/07/2008;24.18;20.7;3,48
24/07/2008;24.75;20.35;4,4
25/07/2008;24.75;20.2;4,55
28/07/2008;23.95;19.6;4,35
29/07/2008;23.4;18.9;4,5
30/07/2008;21.95;18.5;3,45
31/07/2008;21.9;18.3;3,6
1/08/2008;20.6;17.7;2,9
4/08/2008;20.9;17.5;3,4
5/08/2008;21.35;18.1;3,25
6/08/2008;21.95;18.6;3,35
7/08/2008;22.3;18.6;3,7
8/08/2008;22.15;19;3,15
11/08/2008;22.15;19.15;3
12/08/2008;23.1;19.55;3,55
13/08/2008;23.4;19.95;3,45
14/08/2008;23.1;19.8;3,3
18/08/2008;23.15;19.65;3,5
19/08/2008;23.1;20.15;2,95
20/08/2008;23.95;20.1;3,85
21/08/2008;24.2;20.3;3,9
22/08/2008;24.15;20.45;3,7
25/08/2008;24.1;20.5;3,6
26/08/2008;24.15;20.6;3,55
27/08/2008;24.5;20.95;3,55
28/08/2008;24.6;21.05;3,55
29/08/2008;24.95;21.25;3,7
1/09/2008;24.2;21.2;3
2/09/2008;24.05;20.65;3,4
3/09/2008;24;20.5;3,5
4/09/2008;24.05;20.8;3,25
5/09/2008;24;20.85;3,15
8/09/2008;23.95;20.3;3,65
9/09/2008;22.95;19.45;3,5
10/09/2008;22.6;19.4;3,2
11/09/2008;22.9;19.3;3,6
12/09/2008;23.45;20.05;3,4
15/09/2008;22.7;19.5;3,2
16/09/2008;22.55;19.45;3,1
17/09/2008;22.9;19.65;3,25
18/09/2008;23;19.5;3,5
19/09/2008;23.95;20.6;3,35
22/09/2008;24.45;20.6;3,85
23/09/2008;24.6;20.5;4,1
24/09/2008;24.4;20.2;4,2
25/09/2008;24.1;20.25;3,85
26/09/2008;24;20.1;3,9
29/09/2008;22.8;18.9;3,9
30/09/2008;21.8;18.9;2,9
1/10/2008;22;19.1;2,9
2/10/2008;22.45;19.3;3,15
3/10/2008;21.1;19.1;2
6/10/2008;21.8;18.5;3,3
7/10/2008;21.9;18.95;2,95
8/10/2008;21.5;19;2,5
9/10/2008;22.2;19.8;2,4
10/10/2008;21.6;19.2;2,4
13/10/2008;22;19.95;2,05
14/10/2008;22.5;20.15;2,35
15/10/2008;22.1;19.85;2,25
16/10/2008;21.6;19.25;2,35
17/10/2008;21.4;19.15;2,25
20/10/2008;21.3;19;2,3
21/10/2008;21;18.2;2,8
22/10/2008;19.7;17.2;2,5
23/10/2008;19.8;17.05;2,75
24/10/2008;18.5;16.25;2,25
27/10/2008;17.25;15;2,25
28/10/2008;17.35;15.05;2,3
29/10/2008;17.6;15.1;2,5
30/10/2008;17.9;15.3;2,6
31/10/2008;17.67;15;2,67
3/11/2008;18.06;15.15;2,91
4/11/2008;18.5;15.75;2,75
5/11/2008;18.52;16;2,52
6/11/2008;18.12;15.65;2,47
7/11/2008;18.75;16.2;2,55
10/11/2008;18.62;16.18;2,44
11/11/2008;17.99;15.7;2,29
12/11/2008;17.75;15.65;2,1
13/11/2008;17.78;15.95;1,83
14/11/2008;17.45;15.92;1,53
17/11/2008;16.97;15.6;1,37
18/11/2008;16.1;15;1,1
19/11/2008;16.2;15.1;1,1
20/11/2008;14.65;13.5;1,15
21/11/2008;14.99;13.8;1,19
24/11/2008;15.4;14.4;1
25/11/2008;15.2;14.18;1,02
26/11/2008;15.4;14.05;1,35
27/11/2008;16;14.7;1,3
28/11/2008;15.4;14.3;1,1
1/12/2008;15.6;14.5;1,1
2/12/2008;15.15;14.1;1,05
3/12/2008;15.2;14.2;1
4/12/2008;14.8;13.9;0,9
5/12/2008;13.72;13.2;0,52
9/12/2008;14.25;13.45;0,8
10/12/2008;14.4;13.55;0,85
11/12/2008;14.6;13.4;1,2
12/12/2008;14.5;13.2;1,3
15/12/2008;15.1;13.65;1,45
16/12/2008;15.25;13.5;1,75
17/12/2008;15.23;13.95;1,28
18/12/2008;15.03;13.15;1,88
19/12/2008;14.98;13.1;1,88
22/12/2008;15.2;13;2,2
23/12/2008;15;12.9;2,1
24/12/2008;14.85;13.05;1,8
29/12/2008;14.9;13.1;1,8
30/12/2008;15;13.15;1,85
2/01/2009;14.75;13.3;1,45
5/01/2009;14.8;13.35;1,45
6/01/2009;15.15;13.65;1,5
7/01/2009;14.9;13.55;1,35
8/01/2009;14.27;12.95;1,32
9/01/2009;14.38;12.8;1,58
12/01/2009;13.9;12.7;1,2
13/01/2009;13.7;12.4;1,3
15/01/2009;12.9;12.45;0,45
16/01/2009;12;11.8;0,2
19/01/2009;11.55;11;0,55
20/01/2009;10.7;10.25;0,45
21/01/2009;10.95;10.4;0,55
22/01/2009;11.15;10.65;0,5
23/01/2009;11;10.4;0,6
26/01/2009;11.5;10.75;0,75
27/01/2009;11.4;10.55;0,85
28/01/2009;11.1;10.5;0,6
29/01/2009;11.5;10.4;1,1
30/01/2009;11.4;10.6;0,8
2/02/2009;10.9;10.2;0,7
3/02/2009;10.5;10;0,5
4/02/2009;10.17;9.8;0,37
5/02/2009;9.9;9.6;0,3
6/02/2009;9.8;9.39;0,41
9/02/2009;9.7;9.5;0,2
10/02/2009;9.1;8.85;0,25
11/02/2009;8.32;7.98;0,34
12/02/2009;7.9;7.5;0,4
13/02/2009;8.2;7.9;0,3
16/02/2009;8.1;7.7;0,4
17/02/2009;8.4;8.1;0,3
18/02/2009;9.2;8.9;0,3
19/02/2009;10.2;9.87;0,33
20/02/2009;9.81;9.2;0,61
23/02/2009;9.35;8.95;0,4
24/02/2009;9.12;8.6;0,52
25/02/2009;9.4;9.22;0,18
26/02/2009;10.25;9.9;0,35
27/02/2009;9.95;9.55;0,4
2/03/2009;9.8;9.47;0,33
3/03/2009;10.65;9.83;0,82
4/03/2009;11.35;10.55;0,8
5/03/2009;11.09;10.75;0,34
6/03/2009;10.45;10.1;0,35
9/03/2009;11.1;10.59;0,51
10/03/2009;11.55;10.95;0,6
11/03/2009;11.16;10.43;0,73
12/03/2009;11.2;10.55;0,65
13/03/2009;11.72;11.17;0,55
16/03/2009;12.02;11.45;0,57
17/03/2009;12.55;11.82;0,73
18/03/2009;11.95;11.3;0,65
19/03/2009;11.39;10.85;0,54
20/03/2009;10.85;10.35;0,5
23/03/2009;11.49;10.68;0,81
24/03/2009;10.98;10.3;0,68
25/03/2009;10.05;9.5;0,55
26/03/2009;10.1;9.62;0,48
27/03/2009;10.6;9.45;1,15
30/03/2009;10.65;9.95;0,7
31/03/2009;11.06;10.48;0,58
1/04/2009;11.5;10.8;0,7
2/04/2009;11.86;10.7;1,16
3/04/2009;12;11.09;0,91
6/04/2009;12.19;11.05;1,14
7/04/2009;11.9;10.5;1,4
8/04/2009;12.18;10.68;1,5
9/04/2009;12.55;10.8;1,75
14/04/2009;13.52;11.2;2,32
15/04/2009;13.49;11.1;2,39
16/04/2009;13.35;10.9;2,45
17/04/2009;13.43;11.09;2,34
20/04/2009;13.1;10.9;2,2
21/04/2009;12.55;11.12;1,43
22/04/2009;13.05;11.2;1,85
23/04/2009;13.07;11.55;1,52
24/04/2009;13.05;11.16;1,89
27/04/2009;13.15;11.7;1,45
28/04/2009;13.1;11.55;1,55
29/04/2009;13.1;11.8;1,3
30/04/2009;13.25;11.3;1,95
4/05/2009;14.2;12;2,2
5/05/2009;13.9;11.8;2,1
6/05/2009;14.04;12;2,04
7/05/2009;14.42;12.15;2,27
8/05/2009;14.92;12.7;2,22
11/05/2009;15.2;12.9;2,3
12/05/2009;14.7;12.34;2,36
13/05/2009;14.17;12.16;2,01
14/05/2009;13.85;12.15;1,7
15/05/2009;13.8;11.9;1,9
18/05/2009;14.02;11.91;2,11
19/05/2009;14.2;12.25;1,95
20/05/2009;14.59;12.62;1,97
21/05/2009;14.62;12.4;2,22
22/05/2009;14.8;12.75;2,05
25/05/2009;14.64;12.7;1,94
26/05/2009;14.68;12.9;1,78
27/05/2009;14.97;12.78;2,19
28/05/2009;14.78;12.76;2,02
29/05/2009;14.65;12.5;2,15
1/06/2009;14.87;12.83;2,04
2/06/2009;14.7;12.8;1,9
3/06/2009;14.01;12.3;1,71
4/06/2009;13.92;12.6;1,32
5/06/2009;13.91;12.25;1,66
8/06/2009;12.9;11.7;1,2
9/06/2009;12.85;11.65;1,2
10/06/2009;12.93;11.75;1,18
11/06/2009;12.91;11.77;1,14
12/06/2009;12.65;11.3;1,35
15/06/2009;12.25;10.82;1,43
16/06/2009;12.55;11.32;1,23
17/06/2009;12.51;11.21;1,3
18/06/2009;12.58;11.07;1,51
19/06/2009;12.95;11.7;1,25
22/06/2009;12.76;11.2;1,56
23/06/2009;12.79;11.35;1,44
24/06/2009;13.02;11.75;1,27
25/06/2009;13.12;11.77;1,35
26/06/2009;13.13;11.8;1,33
29/06/2009;13.28;12.1;1,18
30/06/2009;13.03;11.9;1,13
1/07/2009;13.11;12.03;1,08
2/07/2009;12.87;11.9;0,97
6/07/2009;12.85;11.78;1,07
7/07/2009;12.95;11.98;0,97
8/07/2009;13.12;12.06;1,06
9/07/2009;13.2;12.08;1,12
10/07/2009;13.7;12.28;1,42
13/07/2009;14.1;12.49;1,61
14/07/2009;14.01;12.35;1,66
15/07/2009;14.03;12.49;1,54
16/07/2009;14.18;12.62;1,56
17/07/2009;14.02;12.9;1,12
21/07/2009;14.17;12.97;1,2
22/07/2009;14.12;12.97;1,15
23/07/2009;14.07;12.83;1,24
24/07/2009;14.12;12.98;1,14
27/07/2009;13.96;12.9;1,06
28/07/2009;13.73;12.75;0,98
29/07/2009;13.4;12.39;1,01
30/07/2009;13.32;12.33;0,99
31/07/2009;13.55;12.6;0,95
3/08/2009;13.85;12.53;1,32
4/08/2009;14.07;12.71;1,36
5/08/2009;14.12;12.78;1,34
6/08/2009;14.05;12.7;1,35
7/08/2009;13.85;12.6;1,25
10/08/2009;13.91;12.52;1,39
11/08/2009;13.94;12.45;1,49
12/08/2009;13.98;12.65;1,33
13/08/2009;14.05;12.6;1,45
14/08/2009;14.32;12.8;1,52
17/08/2009;14.17;12.83;1,34
18/08/2009;14.4;12.87;1,53
19/08/2009;14.5;12.98;1,52
20/08/2009;15.02;13.18;1,84
21/08/2009;15.1;13.3;1,8
24/08/2009;15.15;13.5;1,65
25/08/2009;15.05;13.65;1,4
26/08/2009;14.98;13.5;1,48
27/08/2009;14.95;13.64;1,31
28/08/2009;14.96;13.68;1,28
31/08/2009;14.89;13.4;1,49
1/09/2009;14.65;13.32;1,33
2/09/2009;14.82;13.25;1,57
3/09/2009;15.08;13.4;1,68
4/09/2009;15.13;13.6;1,53
7/09/2009;15.12;13.69;1,43
8/09/2009;15.2;13.74;1,46
9/09/2009;15.01;13.71;1,3
10/09/2009;14.85;13.48;1,37
11/09/2009;14.59;13.07;1,52
14/09/2009;13.95;12.45;1,5
15/09/2009;14.15;12.92;1,23
16/09/2009;13.98;13.12;0,86
17/09/2009;13.54;12.8;0,74
18/09/2009;13.65;12.6;1,05
21/09/2009;13.76;12.85;0,91
22/09/2009;13.65;12.81;0,84
23/09/2009;13.28;12.36;0,92
24/09/2009;12.81;12.01;0,8
25/09/2009;13.15;12.34;0,81
28/09/2009;13.25;12.26;0,99
29/09/2009;13.17;12.3;0,87
30/09/2009;13.25;12.29;0,96
1/10/2009;13.18;12.2;0,98
2/10/2009;13.1;12;1,1
5/10/2009;13.14;12.07;1,07
6/10/2009;13.53;12.55;0,98
7/10/2009;13.55;12.74;0,81
8/10/2009;13.43;12.44;0,99
9/10/2009;13.79;12.88;0,91
12/10/2009;14.17;13.32;0,85
13/10/2009;14.12;13.44;0,68
14/10/2009;14.31;13.55;0,76
15/10/2009;14.11;13.47;0,64
16/10/2009;14.13;13.4;0,73
19/10/2009;14.2;13.37;0,83
20/10/2009;14.41;13.74;0,67
21/10/2009;14.75;13.91;0,84
22/10/2009;14.61;13.78;0,83
23/10/2009;14.5;13.65;0,85
26/10/2009;14.39;13.43;0,96
27/10/2009;14.2;13.35;0,85
28/10/2009;14.19;13.3;0,89
29/10/2009;14.73;13.91;0,82
30/10/2009;14.63;13.82;0,81
2/11/2009;14.4;13.7;0,7
3/11/2009;14.42;13.66;0,76
4/11/2009;14.28;13.55;0,73
5/11/2009;14.42;13.54;0,88
6/11/2009;13.98;13.13;0,85
9/11/2009;13.84;13.2;0,64
10/11/2009;13.64;13.03;0,61
11/11/2009;13.5;12.81;0,69
12/11/2009;13.2;12.43;0,77
13/11/2009;13.22;12.55;0,67
16/11/2009;13.58;12.9;0,68
17/11/2009;13.37;12.59;0,78
18/11/2009;13.41;12.61;0,8
19/11/2009;13.21;12.62;0,59
20/11/2009;13.01;12.5;0,51
23/11/2009;13.02;12.42;0,6
24/11/2009;12.61;11.91;0,7
25/11/2009;12.77;11.99;0,78
26/11/2009;12.95;12.27;0,68
27/11/2009;13.04;12.36;0,68
30/11/2009;13.02;12.23;0,79
1/12/2009;13.13;12.72;0,41
2/12/2009;13.29;12.75;0,54
3/12/2009;13.69;13.14;0,55
4/12/2009;13.91;12.86;1,05
7/12/2009;14.69;13.15;1,54
9/12/2009;14.02;12.64;1,38
10/12/2009;14.03;12.79;1,24
11/12/2009;14.21;13.01;1,2
14/12/2009;14.28;13.11;1,17
15/12/2009;14.3;13;1,3
16/12/2009;14.02;12.65;1,37
17/12/2009;13.2;12.07;1,13
18/12/2009;13.14;12.21;0,93
21/12/2009;12.19;11.2;0,99
22/12/2009;12.38;11.35;1,03
23/12/2009;12.72;11.68;1,04
24/12/2009;12.4;11.49;0,91
28/12/2009;12.4;11.55;0,85
29/12/2009;12.09;11.42;0,67
30/12/2009;12.28;11.34;0,94
4/01/2010;12.8;11.62;1,18
5/01/2010;12.45;11.3;1,15
6/01/2010;12.17;10.95;1,22
7/01/2010;12.43;11.02;1,41
8/01/2010;12.75;11.47;1,28
11/01/2010;12.95;11.61;1,34
12/01/2010;12.7;11.34;1,36
13/01/2010;12.94;11.62;1,32
14/01/2010;13.5;12.22;1,28
15/01/2010;13.12;11.63;1,49
18/01/2010;13.4;11.94;1,46
19/01/2010;13.58;12.04;1,54
20/01/2010;13.13;11.81;1,32
21/01/2010;13.16;11.86;1,3
22/01/2010;12.92;11.75;1,17
25/01/2010;13.21;11.89;1,32
26/01/2010;13.42;12.25;1,17
27/01/2010;13.28;12.2;1,08
28/01/2010;12.94;11.9;1,04
29/01/2010;12.7;11.7;1
1/02/2010;12.55;11.6;0,95
2/02/2010;12.44;11.37;1,07
3/02/2010;12.6;11.55;1,05
4/02/2010;13.05;11.83;1,22
5/02/2010;13.08;11.95;1,13
8/02/2010;13.6;12.3;1,3
9/02/2010;13.37;12.23;1,14
10/02/2010;13.06;11.77;1,29
11/02/2010;13.02;11.86;1,16
12/02/2010;12.81;11.61;1,2
15/02/2010;12.98;11.75;1,23
16/02/2010;13.15;11.97;1,18
17/02/2010;12.8;11.72;1,08
18/02/2010;12.8;11.57;1,23
19/02/2010;12.42;11.4;1,02
22/02/2010;12.6;11.31;1,29
23/02/2010;12.65;11.5;1,15
24/02/2010;12.82;11.78;1,04
25/02/2010;12.76;11.57;1,19
26/02/2010;12.79;11.83;0,96
1/03/2010;13.15;12.3;0,85
2/03/2010;13.1;12;1,1
3/03/2010;13.3;12.5;0,8
4/03/2010;12.99;11.92;1,07
5/03/2010;13.1;12.06;1,04
8/03/2010;12.95;12.05;0,9
9/03/2010;12.98;11.97;1,01
10/03/2010;13.05;12.1;0,95
11/03/2010;12.86;11.92;0,94
12/03/2010;12.75;11.68;1,07
15/03/2010;12.88;11.6;1,28
16/03/2010;12.85;11.3;1,55
17/03/2010;12.85;11.6;1,25
18/03/2010;12.92;11.8;1,12
19/03/2010;12.96;11.88;1,08
22/03/2010;12.94;11.75;1,19
23/03/2010;12.8;11.62;1,18
24/03/2010;12.62;11.5;1,12
25/03/2010;12.48;11.42;1,06
26/03/2010;12.69;11.74;0,95
29/03/2010;12.58;11.71;0,87
30/03/2010;12.66;11.74;0,92
31/03/2010;12.46;11.53;0,93
1/04/2010;12.89;11.6;1,29
6/04/2010;13.27;12.2;1,07
7/04/2010;13.33;12.15;1,18
8/04/2010;13.37;12.25;1,12
9/04/2010;13.48;12.29;1,19
12/04/2010;13.47;12.54;0,93
13/04/2010;13.48;12.35;1,13
14/04/2010;14.05;12.93;1,12
15/04/2010;13.96;12.57;1,39
16/04/2010;14.23;12.96;1,27
19/04/2010;14.45;13.3;1,15
20/04/2010;14.55;13.45;1,1
21/04/2010;14.53;13.41;1,12
22/04/2010;14.7;13.62;1,08
23/04/2010;14.79;13.58;1,21
26/04/2010;15.39;14.1;1,29
27/04/2010;15.06;14.02;1,04
28/04/2010;14.82;13.71;1,11
29/04/2010;15.12;13.97;1,15
30/04/2010;15.75;14.28;1,47
3/05/2010;16.25;14.55;1,7
4/05/2010;15.65;14.04;1,61
5/05/2010;15.8;14.03;1,77
6/05/2010;15.99;14.15;1,84
7/05/2010;15.42;13.66;1,76
10/05/2010;15.14;13.33;1,81
11/05/2010;15.49;13.83;1,66
12/05/2010;15.49;13.65;1,84
13/05/2010;15.6;13.83;1,77
14/05/2010;15.6;13.51;2,09
17/05/2010;14.92;13.05;1,87
18/05/2010;15.02;13.08;1,94
19/05/2010;14.65;12.8;1,85
20/05/2010;14.45;12.35;2,1
21/05/2010;14.55;12.22;2,33
24/05/2010;15.15;12.68;2,47
25/05/2010;15.05;12.59;2,46
26/05/2010;15.47;13.07;2,4
27/05/2010;15.3;12.93;2,37
28/05/2010;14.93;12.83;2,1
31/05/2010;14.9;12.86;2,04
1/06/2010;14.95;12.6;2,35
2/06/2010;15.05;12.78;2,27
4/06/2010;15.15;12.92;2,23
7/06/2010;14.95;12.67;2,28
8/06/2010;15.46;13.23;2,23
9/06/2010;15.6;13.2;2,4
10/06/2010;15.32;12.86;2,46
11/06/2010;15.45;13.04;2,41
14/06/2010;15.75;13.15;2,6
15/06/2010;15.65;13.24;2,41
16/06/2010;15.45;13.11;2,34
17/06/2010;15.55;13.41;2,14
18/06/2010;15.57;13.38;2,19
21/06/2010;15.68;13.42;2,26
22/06/2010;15.22;13.09;2,13
23/06/2010;15.15;13.04;2,11
24/06/2010;15.1;13.25;1,85
25/06/2010;15.18;13.1;2,08
28/06/2010;15.32;13.23;2,09
29/06/2010;15.03;13.1;1,93
30/06/2010;15.07;13.04;2,03
1/07/2010;15.03;13.05;1,98
2/07/2010;15.1;13.09;2,01
5/07/2010;15.22;13.05;2,17
6/07/2010;15.1;13.02;2,08
7/07/2010;14.76;12.64;2,12
8/07/2010;14.29;12.62;1,67
9/07/2010;14.56;12.53;2,03
12/07/2010;14;11.89;2,11
13/07/2010;13.78;11.98;1,8
14/07/2010;13.88;11.91;1,97
15/07/2010;13.82;12.18;1,64
16/07/2010;14.15;12.29;1,86
19/07/2010;14.45;12.37;2,08
20/07/2010;14.12;12.15;1,97
21/07/2010;13.8;12.05;1,75
22/07/2010;14.15;12.3;1,85
23/07/2010;13.92;12;1,92
26/07/2010;13.5;11.8;1,7
27/07/2010;13.58;11.63;1,95
28/07/2010;13.61;11.7;1,91
29/07/2010;13.9;11.98;1,92
30/07/2010;14.03;12.05;1,98
2/08/2010;14.3;12.35;1,95
3/08/2010;14.35;12.4;1,95
4/08/2010;14.28;12.25;2,03
5/08/2010;14.25;12.3;1,95
6/08/2010;14.15;12.18;1,97
9/08/2010;14.44;12.35;2,09
10/08/2010;14.4;12.3;2,1
11/08/2010;14.39;12.32;2,07
12/08/2010;14.32;12.25;2,07
13/08/2010;14.4;12.3;2,1
16/08/2010;14.33;12.34;1,99
17/08/2010;14.38;12.65;1,73
18/08/2010;14.28;12.61;1,67
19/08/2010;14.72;13.38;1,34
20/08/2010;14.94;13.39;1,55
23/08/2010;14.68;13.28;1,4
24/08/2010;14.77;13.28;1,49
25/08/2010;15.28;13.66;1,62
26/08/2010;15.15;13.5;1,65
27/08/2010;15.18;13.52;1,66
30/08/2010;15.28;13.57;1,71
31/08/2010;15.11;13.48;1,63
1/09/2010;15.25;13.6;1,65
2/09/2010;15.65;13.92;1,73
3/09/2010;15.7;14;1,7
6/09/2010;15.6;13.8;1,8
7/09/2010;15.62;14.12;1,5
8/09/2010;15.55;13.8;1,75
9/09/2010;15.42;13.86;1,56
10/09/2010;15.15;13.75;1,4
13/09/2010;15.2;13.87;1,33
14/09/2010;15.17;13.61;1,56
15/09/2010;15.36;13.76;1,6
16/09/2010;15.18;13.65;1,53
17/09/2010;15.2;13.6;1,6
20/09/2010;14.99;13.5;1,49
21/09/2010;14.88;13.5;1,38
22/09/2010;14.97;13.48;1,49
23/09/2010;14.78;13.2;1,58
24/09/2010;15.2;13.45;1,75
27/09/2010;15.3;13.58;1,72
28/09/2010;15.55;13.93;1,62
29/09/2010;15.55;14.23;1,32
30/09/2010;15.32;13.89;1,43
1/10/2010;15.25;13.45;1,8
4/10/2010;15.22;13.68;1,54
5/10/2010;15.37;13.7;1,67
6/10/2010;15.42;13.79;1,63
7/10/2010;15.37;13.85;1,52
8/10/2010;15.5;13.83;1,67
11/10/2010;15.73;14.12;1,61
12/10/2010;15.63;13.98;1,65
13/10/2010;15.65;13.98;1,67
14/10/2010;15.47;13.7;1,77
15/10/2010;15.37;13.65;1,72
18/10/2010;15.4;13.5;1,9
19/10/2010;15.01;13.05;1,96
20/10/2010;15.17;13.26;1,91
21/10/2010;14.85;13.07;1,78
22/10/2010;14.9;13.2;1,7
25/10/2010;15.06;13.2;1,86
26/10/2010;15;12.98;2,02
27/10/2010;14.99;13.07;1,92
28/10/2010;14.9;12.85;2,05
29/10/2010;14.6;12.62;1,98
2/11/2010;14.66;12.7;1,96
3/11/2010;14.68;12.58;2,1
4/11/2010;14.4;12.12;2,28
5/11/2010;14.51;12.33;2,18
8/11/2010;14.21;12.23;1,98
9/11/2010;14.27;12.18;2,09
10/11/2010;14.5;12.37;2,13
11/11/2010;14.81;12.53;2,28
12/11/2010;14.82;12.57;2,25
15/11/2010;15.06;12.6;2,46
16/11/2010;14.65;12.08;2,57
17/11/2010;14.84;12.37;2,47
18/11/2010;14.9;12.35;2,55
19/11/2010;15;12.36;2,64
22/11/2010;15.04;12.62;2,42
23/11/2010;14.98;12.49;2,49
24/11/2010;15.09;12.55;2,54
25/11/2010;15.08;12.45;2,63
26/11/2010;15.06;12.31;2,75
29/11/2010;14.92;11.93;2,99
30/11/2010;14.57;11.8;2,77
